system:index,HAND,TWI,builtup,dist_water,elevation,flow_accum,impervious,slope,lon,lat,log_flow_accum,flood_haz
17679,3.1176615,9.9808953244671,0.31766683,1969.7715603592208,14.117661,0.013400264,0.7057911975588074,0.37543958,80.19785567125517,13.10920141557654,0.0133112745688154,
17680,3.175324,9.870136402781114,0.5518994,2012.4611797498108,14.175324,0.013126022,0.846767584762039,0.4070451,80.1987781427943,13.10920428516313,0.0130406222673193,
17681,3.5632644,10.45703279985738,0.5546895,2024.8456731316587,14.563265,0.011840409,0.9802004982456128,0.23701286,80.19970061455308,13.109207151448604,0.0117708598129387,1.0
17682,3.6607676,11.537819882307492,0.58243865,1931.3207915827968,14.660768,0.014451991,0.9838808507020648,0.09415211,80.20062308653125,13.109210014432955,0.0143485563448497,2.0
17683,3.6886902,11.365199269065329,0.59846425,1838.477631085024,14.68869,0.0094727855,0.8997979223039017,0.069529265,80.20154555872857,13.109212874116183,0.0094282000121258,2.0
17684,1.6862237,11.36298337681866,0.5919557,1746.4249196572978,14.801826,0.008329399,0.9089895212949054,0.04113081,80.20246803114476,13.109215730498285,0.0082949009889011,2.0
17685,1.5068605,11.41047481044554,0.5601038,1655.294535724685,14.706861,0.009296047,1.0,0.04353678,80.2033905037796,13.109218583579253,0.0092531046791623,3.0
17686,1.545021,10.984306822851796,0.58260316,1565.247584249853,14.745021,0.008425509,1.0,0.10306683,80.2043129766328,13.109221433359084,0.0083902125209981,2.0
17687,1.2014111,10.714561735881354,0.55297214,1476.48230602334,14.401411,0.01848154,1.0,0.19481502,80.20523544970418,13.10922427983778,0.0183128318272929,2.0
17688,1.1023428,11.449051060586488,0.5008496,1389.2443989449805,14.302342,0.029407429,0.9843690533196136,0.15763937,80.2061579229934,13.109227123015334,0.028983325035811,2.0
17689,1.273496,10.892171841653926,0.49572062,1303.8404810405298,14.4734955,0.013092964,0.9573503071554798,0.14668712,80.20708039650026,13.10922996289174,0.0130079920331429,2.0
17690,1.3714315,10.48982168890805,0.46250024,1220.6555615733705,14.571431,0.012555627,0.9369181529702548,0.20814046,80.20800287022446,13.109232799466998,0.0124774587363106,2.0
17691,1.051097,10.7432066450141,0.39573193,1140.175425099138,14.251097,0.019384263,0.9798239006009092,0.23979488,80.2089253441658,13.109235632741102,0.0191987812923825,1.0
17692,1.0196503,10.311577822924397,0.3923238,1063.014581273465,14.21965,0.03809164,0.9750226676834908,0.27870724,80.20984781832401,13.10923846271405,0.0373840660105676,1.0
17693,0.33162278,11.657735764271289,0.37190804,989.9494936611666,13.531623,0.08389393,0.8771499528378008,0.30044597,80.21077029269884,13.109241289385835,0.0805600476762712,1.0
17694,0.27211958,10.77491466450604,0.24573977,921.9544457292888,13.472119,0.060991865,0.6120851656990539,0.17146267,80.21169276729002,13.10924411275646,0.0592041923074475,1.0
17695,0.23760921,11.77353368099233,0.14022727,860.2325267042627,13.434945,0.13618246,0.7878576161315335,0.103016526,80.21261524209731,13.109246932825917,0.1276739235987423,
17696,0.027464628,14.519509285890637,0.13960525,806.2257748298549,13.1633625,0.59146845,0.8504500908992982,0.14627478,80.21353771712046,13.1092497495942,0.4646571434781639,1.0
17697,0.031507052,15.231754256237538,0.18204403,761.5773105863909,13.020616,0.6252732,0.7998677371483273,0.08245619,80.2144601923592,13.109252563061313,0.4856759247275232,
17698,0.2749758,13.379220694163813,0.25502783,728.0109889280518,12.914785,0.40189645,0.7642432370999003,0.15403396,80.2153826678133,13.109255373227244,0.3378259271115237,1.0
17699,0.28145194,12.89233516135804,0.21195349,707.1067811865476,12.505273,0.55379647,0.7990709621192482,0.24921598,80.21630514348249,13.109258180091995,0.4407012716819438,1.0
17700,0.09816302,14.564213850026208,0.19465019,700.0,12.298162,0.9543961,0.7822948978593017,0.19269584,80.21722761936653,13.109260983655558,0.6700812454620634,1.0
17701,0.068520606,15.523696515039177,0.236189,700.0,12.26852,0.98995817,0.9105456754976456,0.10120246,80.21815009546515,13.109263783917935,0.6881136184149731,1.0
17702,0.08122041,15.644876150776948,0.24233148,707.1067811865476,12.28122,0.990494,0.9134245783649932,0.05017984,80.21907257177811,13.10926658087912,0.6883828491356813,1.0
17703,0.07402284,15.411174432756114,0.23355053,728.0109889280518,12.261771,1.0229685,0.8455247084164113,0.123788685,80.21999504830517,13.109269374539108,0.7045659871301241,1.0
17704,0.11138,14.595688998008882,0.32024,761.5773105863909,12.21138,1.1747102,0.8572472366750178,0.2185824,80.22091752504603,13.109272164897895,0.776895414283916,1.0
17705,0.1841495,13.65163366680775,0.39521328,806.2257748298549,12.28415,0.9966648,0.8457627087987973,0.27621672,80.2218400020005,13.10927495195548,0.6914781885673255,1.0
17706,0.51268536,9.969096844353484,0.40175816,860.2325267042627,12.612686,0.008329397,0.7705876060936813,0.25697398,80.22276247916828,13.109277735711858,0.0082948990054223,1.0
17707,0.41821745,10.302671073082491,0.24488617,921.9544457292888,12.506688,0.011843956,0.4163197997371028,0.24141966,80.22368495654915,13.109280516167026,0.0117743653003174,1.0
17708,0.40066084,12.474153658553394,0.20640649,989.9494936611666,12.381691,0.118075825,0.4844318978635361,0.16814943,80.22460743414283,13.10928329332098,0.1116091944366771,1.0
17709,0.6556799,11.553031552447642,0.24853274,1063.014581273465,12.55568,0.08338302,0.9306573888483768,0.205559,80.22552991194907,13.109286067173716,0.0800885712371717,1.0
17710,0.8814075,10.015062028273755,0.38722116,1140.175425099138,12.781408,0.009271367,0.9287418180450426,0.27147225,80.22645238996763,13.109288837725234,0.0092286516935151,1.0
17711,0.6727808,10.38103747366551,0.43775368,1220.6555615733705,12.572782,0.014346773,0.7848241699303511,0.28364214,80.22737486819825,13.109291604975526,0.0142448319124798,3.0
17712,0.3065719,11.66267607354692,0.44735304,1303.8404810405298,12.206573,0.055872455,0.9185871918195542,0.25457996,80.2282973466407,13.10929436892459,0.0543673967394271,3.0
17713,0.384143,11.196370633859086,0.51452196,1389.2443989449805,12.284143,0.026450252,0.9552134861005104,0.2217728,80.22921982529469,13.109297129572424,0.026106492590806,3.0
17714,0.72869295,10.653922940537928,0.56563634,1476.48230602334,12.611617,0.009660961,0.9858178952448008,0.14559989,80.23014230416,13.109299886919022,0.0096145923210761,3.0
17715,0.8067033,11.244762398278302,0.56696707,1565.247584249853,12.606704,0.013182855,0.8765098777194866,0.11726385,80.23106478323633,13.109302640964382,0.013096717367785,2.0
17716,0.5858067,10.781346984599242,0.55390894,1655.294535724685,12.385807,0.019543953,1.0,0.25761327,80.23198726252349,13.1093053917085,0.0193554224130197,2.0
17717,0.3540709,10.666536651375791,0.58738375,1746.4249196572978,12.154071,0.018644914,1.0,0.26675785,80.23290974202118,13.109308139151372,0.0184732283505716,2.0
17718,2.0643501,11.153026494346024,0.47362074,1838.477631085024,12.188086,0.015584011,0.9833485960583678,0.13141307,80.23383222172916,13.109310883292997,0.0154638273215431,2.0
17719,2.9804118,10.57324389228349,0.33984974,1931.3207915827968,11.980412,0.015413145,0.7623285626059292,0.2017953,80.23475470164719,13.109313624133367,0.0152955690845501,2.0
